1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
120581.961,130402.18699999999,143467.708,154083.673,150647.69400000002,165972.087,171765.947,172238.99,187336.02899999998,190724.337,195143.072,205869.047,217849.13600000003,224343.393,231992.755,252201.592,263785.645,315681.029,318035.243,331940.507,348581.35299999994,374822.405,398419.55,432320.965,447109.976,490464.917,525862.468,561560.713,606298.113,662945.929,690576.7740000001,737851.738,783634.233,814297.687,864931.623,920046.6329999999,1002224.103,1043939.895,1071911.771,1144390.0259999998,1186663.202,1203843.097,1226791.183,1281913.527,1348524.582,1411127.606,1504364.7480000001,1611199.126,1793074.9919999999,1965820.0280000002,1950950.343,2074344.8930000002
11180.683,12365.124,13120.526000000002,13461.556999999999,14231.627,13732.915,15111.707,16413.492,17821.62,18514.683,19413.098,22497.045,22053.338,22860.077999999998,23303.785,22053.338,22295.36,23567.808999999997,23571.476000000002,27388.822999999997,26255.72,26039.367000000002,25547.988999999998,25709.337000000003,25529.654,26725.096,28525.592999999997,30197.745,29842.046000000002,30018.062,31242.84,31422.522999999997,31022.82,31275.842999999997,32669.303,32958.996,34909.84,36424.311,38565.839,40138.982,41235.415,44026.002,43618.965,43200.927,43820.65,43512.622,43292.602,44715.398,42771.888,40325.998999999996,40175.652,36068.612
37392.399,36541.655,37462.072,41341.758,47560.99,53765.554000000004,64161.499,67942.17599999999,82404.82400000001,83116.22200000001,92019.698,101883.92800000001,106394.338,129899.808,144256.113,139646.69400000002,156910.93,164237.596,162587.446,164138.587,121014.66699999999,112987.604,138146.891,149914.294,150812.709,160929.962,148568.505,159741.854,176283.69100000002,191344.06,211134.859,228036.062,229073.823,237768.28,265824.497,273528.864,276726.488,269979.208,309230.776,382713.789,372702.87899999996,398826.58700000006,402178.225,418859.408,447480.343,469328.32899999997,509889.016,521187.04299999995,546394.001,557039.302,571604.626,586598.989
8265.418,8720.126,9031.821,9394.854,9075.825,19314.089,27704.185,18393.672,19717.459,22625.39,23908.84,28862.957000000002,29552.353,30645.119,30942.146,33157.013999999996,48800.435999999994,43710.64,42317.18,52991.817,45558.808,32122.92,30623.117000000002,38749.189,40204.988,44675.060999999994,47751.674000000006,52881.807,67927.508,73251.992,52555.444,47421.644,61671.606,66801.739,75045.155,77901.74799999999,69500.651,68308.87599999999,72371.912,72283.90400000001,72445.25200000001,85342.091,87259.93199999999,91117.616,114084.037,113522.98599999999,98770.645,62155.65,93149.134,104296.814,111447.464,133654.816
1213.777,1092.766,1199.109,1305.452,1309.119,1397.1270000000002,1496.136,1444.7979999999998,1595.145,1265.115,1389.793,1474.134,1485.135,1752.826,1741.825,1617.1470000000002,1705.155,1906.84,1925.175,1987.514,1866.503,1752.826,1598.8120000000001,1547.474,1815.165,1628.148,1785.829,1851.835,1848.168,1903.1729999999998,1998.515,1767.494,1818.832,1976.513,2009.516,1947.1770000000001,2211.201,2104.8579999999997,2101.1910000000003,2068.188,2163.53,2101.1910000000003,2170.864,2167.197,2233.203,2203.867,2277.2070000000003,2310.21,2119.526,2053.52,1961.845,1881.171
6468.588000000001,7069.976,7942.722,8210.413,9149.165,12944.51,13597.236,13542.231000000002,13809.921999999999,14818.347,16578.506999999998,16248.476999999999,16934.206000000002,19310.422,19446.101000000002,19647.786,19611.116,19893.475,21176.925,21019.244,21147.589,21213.595,24081.189,23938.176,23743.825,24869.593999999997,26626.087000000003,27385.156000000003,30051.065,31756.22,36537.988,37022.032,43076.249,45393.793,48705.094000000005,51473.679000000004,53435.524000000005,56259.114,57472.890999999996,56090.432,60263.477999999996,63600.448,59819.77099999999,62896.384000000005,59086.371,57036.518,62584.689000000006,62826.710999999996,68268.539,64473.194,68891.929,69522.65299999999
109357.274,124549.655,146456.313,164780.312,175957.328,189767.25,214248.142,234427.643,249495.34600000002,270008.544,296740.974,311588.657,328970.23699999996,354320.208,359406.33700000006,342310.783,367312.38899999997,356175.71,373234.594,387466.221,388969.691,378020.029,369681.271,361364.515,367649.75299999997,372134.494,366454.311,383670.876,389780.098,408907.17,417550.289,423894.19899999996,420535.227,411917.777,407378.031,430483.79799999995,425830.375,430487.465,440153.677,441998.17799999996,450564.29,450347.93700000003,452610.476,468349.24,473970.751,473384.031,469346.664,462676.391,447186.98299999995,401591.505,405361.18100000004,397994.17799999996
1470.467,2130.527,2119.526,2398.218,4066.703,2992.272,3520.32,3868.685,3883.353,4272.055,4994.454000000001,5753.523,6288.905,8298.421,7601.691,8188.411,7282.661999999999,7447.677,9119.829,8536.776,8452.435,7414.674,6219.232,6450.253000000001,5144.8009999999995,5045.792,4550.747,5383.156,4528.745,6728.945,7964.724,8173.743,8096.736,8415.765,8632.118,9702.882,10197.927,10630.633,9728.551,9772.555,10318.938,10626.966,10300.603000000001,10722.308,10714.973999999998,10645.301000000001,12020.426000000001,13479.892,11961.753999999999,8591.780999999999,7190.986999999999,7755.705
744.4010000000001,979.0889999999999,1048.762,1221.111,1243.113,1422.796,1584.144,1415.4620000000002,1507.1370000000002,1760.16,1558.475,1657.484,1917.8410000000001,2203.867,2229.536,2493.56,2951.935,3164.6209999999996,3641.3309999999997,3795.345,4726.763,5863.533,6292.571999999999,7363.335999999999,8353.426,8540.443000000001,9281.177,9662.545,9314.18,9233.506,10403.279,9798.224,12266.115,12101.1,13633.906,13556.899,14187.623,14418.643999999998,14543.322,14568.991000000002,15507.743,16002.788,16886.535,17469.588,19240.749,21059.581000000002,21121.92,22035.002999999997,21349.273999999998,21891.99,21180.592,22258.69
232781.16,283118.06899999996,293220.654,325222.563,359318.32899999997,386919.838,419743.155,489881.864,562565.471,653958.1120000001,768823.22,797543.1640000001,853373.2390000001,915748.9090000001,915873.587,870072.757,908902.62,935213.345,903886.1640000001,955620.2,947571.135,929606.502,900200.829,883838.675,940130.792,915396.877,915334.538,905734.332,989081.575,1025549.89,1094287.805,1099883.647,1123000.415,1108248.074,1173883.707,1183755.271,1205408.906,1201378.873,1158779.334,1197873.221,1219453.5159999998,1202181.946,1216725.268,1237344.8090000001,1259328.4740000002,1237623.501,1230898.223,1250758.695,1206732.693,1101027.751,1168918.5890000002,1187656.959
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261306.753,221105.432,199488.467,166731.156,140691.789,129580.77900000001,125063.035,116493.256,127769.281,147908.445,151945.812,153815.982,172158.31600000002,176947.418,192532.168,220203.35,229774.22,214189.47,247214.47199999998,261761.461
2427.554,2401.885,2625.572,2856.593,2827.257,2467.891,2684.244,2702.579,2819.923,3131.618,3083.947,3685.335,3872.3520000000003,3920.0229999999997,4950.45,4976.119000000001,4609.419,5056.793,5324.484,5038.458,6197.23,6527.26,4693.76,4660.7570000000005,4319.726,3769.676,4162.045,5174.137,4789.102,5192.472,5823.196,4840.44,5540.8369999999995,6347.576999999999,6556.596,7554.02,9328.848,8265.418,10036.579,10172.258,10417.947,9369.185,7968.391,6754.6140000000005,7623.693,8562.445,9574.537,9831.226999999999,10241.931,12350.456,12420.128999999999,13567.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10861.653999999999,8305.755,6050.55,4437.07,5588.508000000001,5482.165,5823.196,4561.748,4528.745,3780.677,4847.774,5328.151,5724.187,5247.477,5174.137,5903.87,5687.517,6354.911,6153.226,6615.268
234.688,286.026,308.028,388.702,341.031,403.37,469.376,418.038,491.37800000000004,1345.789,1173.44,249.356,117.344,128.345,73.34,73.34,73.34,73.34,51.338,29.336,286.026,300.694,337.36400000000003,366.7,410.704,418.038,432.70599999999996,436.37300000000005,451.041,451.041,451.041,462.042,476.71,476.71,539.049,1551.141,1617.1470000000002,1540.14,1950.844,1895.839,1976.513,2251.538,2207.534,2379.883,2445.889,2775.9190000000003,2999.6059999999998,3483.65,3975.028,4132.709,4187.714,4495.742
0.0,7.334,11.001,18.335,18.335,11.001,11.001,22.002,33.003,11.001,22.002,29.336,25.669,36.67,33.003,33.003,33.003,22.002,22.002,25.669,29.336,29.336,25.669,22.002,22.002,22.002,18.335,22.002,22.002,22.002,22.002,22.002,22.002,22.002,22.002,22.002,36.67,29.336,33.003,29.336,33.003,25.669,40.336999999999996,40.336999999999996,44.004,62.339,69.673,51.338,55.005,40.336999999999996,62.339,62.339
11.001,22.002,14.668,18.335,18.335,22.002,22.002,22.002,33.003,25.669,25.669,29.336,29.336,29.336,36.67,33.003,36.67,36.67,33.003,36.67,51.338,55.005,66.006,51.338,51.338,51.338,58.672,55.005,66.006,66.006,66.006,73.34,73.34,84.34100000000001,88.008,95.34200000000001,102.676,102.676,102.676,102.676,102.676,183.35,198.018,220.02,227.354,234.688,234.688,249.356,249.356,260.357,260.357,267.691
12552.141000000001,14462.648000000001,17278.904,21103.585,22218.353,25005.272999999997,30014.395,35151.862,37242.052,42522.532,53783.889,58616.995,60336.818,73094.311,75686.88,81829.105,93306.815,105712.276,113405.64199999999,133211.109,134868.593,139742.036,141905.566,150904.384,163911.233,178333.544,182451.585,192660.513,221959.843,235846.772,246943.11399999997,261482.76899999997,284280.50800000003,321951.599,344037.94,374771.06700000004,403780.70399999997,430032.75700000004,364833.49700000003,399864.348,447561.01700000005,450193.92299999995,465631.99299999996,466215.04600000003,482276.506,462922.08,470655.783,495675.724,507589.80700000003,508862.256,566716.515,589426.246
7803.376,9981.574,14290.298999999999,17025.881,25335.303,35419.553,35151.862,25441.646,22442.04,26831.439,25041.943,27139.467,27634.512000000002,24242.537,19328.756999999998,16827.863,18474.346,17220.232,21000.909,17667.606,24675.243,25214.292,21169.591,21609.631,28367.912,29159.984,35320.544,31470.194,32914.992,35885.262,48312.725,10190.593,21085.25,33274.358,38906.87,54821.65,50153.559,54920.65900000001,51745.037000000004,54022.244000000006,53560.202000000005,57641.573,58228.293,59922.447,63534.442,71546.837,73769.039,75235.839,82731.187,85635.451,90846.258,91029.60800000001
159976.542,166206.775,174255.84,181094.795,197467.95,199250.112,217214.745,231651.724,252861.652,273440.856,302153.466,329578.959,353264.112,394682.87700000004,421231.95700000005,446981.631,474432.79299999995,496016.755,548520.861,582994.328,611633.598,614526.861,637940.656,604112.581,606221.106,626481.281,650822.827,682938.413,689975.3859999999,752747.0920000001,700239.319,720206.1340000001,741702.088,760891.4990000001,792101.3359999999,790238.5,836783.7309999999,876178.312,910996.4770000001,920046.6329999999,932041.39,955517.5240000001,949166.28,961623.079,986136.974,1033646.6259999999,1050206.798,1093371.055,1134855.826,1104170.37,1177514.037,1210407.027
80.67399999999999,113.677,132.012,146.68,172.34900000000002,179.683,234.688,319.029,168.68200000000002,319.029,572.052,421.705,487.711,517.047,293.36,253.023,223.687,231.021,231.021,223.687,187.017,150.347,157.681,179.683,183.35,201.685,209.019,209.019,209.019,234.688,234.688,253.023,278.692,278.692,300.694,377.70099999999996,506.046,638.058,718.732,957.087,971.755,902.082,1177.107,1129.4360000000001,1422.796,1433.797,1580.477,938.752,979.0889999999999,986.423,1272.4489999999998,1202.776
2581.5679999999998,2684.244,2856.593,3028.942,3267.297,3318.635,3630.33,3571.658,3700.0029999999997,4352.729,3949.3590000000004,5339.151999999999,5727.854,7172.651999999999,7231.3240000000005,6431.918000000001,6127.557,5573.84,5713.186,6156.893,6178.895,6351.244000000001,6112.889,7319.331999999999,7051.641,8056.399,7759.371999999999,7968.391,7660.363,8052.732,9101.494,9501.197,11360.366000000002,11661.06,12742.825,13626.572,13806.255,15654.423,16655.514,16494.166,15284.056,16204.473,16035.791000000001,18217.656000000003,16835.197,16244.81,14495.651000000002,13520.229,17267.903000000002,20912.901,20091.493000000002,20487.529
165.015,161.34799999999998,253.023,355.699,484.04400000000004,557.384,612.389,612.389,883.747,1272.4489999999998,1452.132,1525.4720000000002,1507.1370000000002,1481.4679999999998,1723.49,1485.135,1477.8010000000002,1474.134,1507.1370000000002,1947.1770000000001,2042.519,1939.8429999999998,601.388,711.398,700.3969999999999,722.3989999999999,729.7330000000001,766.403,817.7410000000001,667.3939999999999,484.04400000000004,286.026,289.693,322.69599999999997,319.029,333.69699999999995,344.69800000000004,355.699,388.702,407.037,436.37300000000005,502.379,502.379,531.715,627.057,740.7339999999999,759.069,678.395,575.719,528.048,803.073,891.081
693.063,1195.442,1048.762,1463.1329999999998,663.727,1015.7589999999999,2629.239,18507.349,30139.072999999997,35551.565,32331.939,21646.301,15232.718,14587.326000000001,9347.183,11580.386,17916.962,20106.161,21239.264,26032.033,26904.779,28811.619,30762.463,30414.097999999998,28624.602000000003,31418.856,34059.096,32566.627,36398.642,37322.726,36780.01,42863.562999999995,37260.387,38947.207,44132.345,46020.85,44158.014,44975.755,45474.467000000004,44620.056,47113.615999999995,48100.039000000004,47832.3479999999,49167.136,50358.91099999999,52108.07,54509.955,53230.172,55943.752,62316.998,66057.338,39020.547
14.668,18.335,18.335,22.002,22.002,25.669,29.336,33.003,36.67,62.339,66.006,69.673,77.007,80.67399999999999,73.34,77.007,84.34100000000001,69.673,99.009,150.347,113.677,95.34200000000001,113.677,102.676,113.677,128.345,132.012,146.68,165.015,165.015,165.015,172.34900000000002,205.352,227.354,264.024,311.695,330.03,311.695,308.028,319.029,330.03,363.033,326.363,359.366,355.699,366.7,366.7,385.035,396.036,385.035,403.37,407.037
294099.235834543,300700.182421522,318961.79889051,319198.621006102,345527.225730019,357860.771146806,376611.068171778,404341.81018324796,431414.712984741,466813.980643954,514997.88346394,543108.292676597,569921.818875299,622086.58868595,658147.454636342,670379.504860732,702196.368136465,734347.789638988,791106.1566758859,846951.0669812141,890041.4147753691,881117.3560068691,904269.537116893,867652.32714892,873535.289226723,898781.278565077,933075.376351527,979787.7752618708,1003205.98731516,1062114.1971889,1019547.24650433,1040436.09622222,1058652.76671208,1091647.22725065,1140114.77060473,1146379.92218438,1198796.96458308,1261635.77930354,1336531.22785314,1368480.5558399,1352507.77099768,1384295.49198486,1393078.64449692,1415744.96576361,1431943.24874478,1499934.69594023,1556339.29709601,1607422.14217259,1686568.23064138,1641570.07701411,1733753.71621646,1776643.46224457
23700.305012521603,23051.173505774703,25800.6958214696,24922.0775313331,27655.5566562023,31457.048866408597,32414.4026234386,34089.771698241,46946.3690197439,45122.5356326567,46658.4675611872,47928.2228339107,48246.669394371514,52583.868051052596,52330.0560814706,50881.8348432672,49105.1510561931,50922.8926618761,53692.4291534917,57488.4111103288,60089.9837985446,59888.427234464696,60384.8535867354,62288.4433586006,64580.2161427677,67457.99597435219,68070.1307245206,71477.92966905571,75128.3429962795,74848.4033239465,74762.55515776429,75930.83672363451,81440.0494751502,76688.5401034161,80305.36066996,94940.1714854162,102414.778987581,103445.887691814,97527.2492812352,106029.243073538,112059.55390695801,120959.109155248,130199.52996675199,134751.055385513,158737.224299667,159347.794782671,177956.52480470302,186068.962882893,194837.877641009,209650.778815425,223656.837143005,233148.242995787
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110587.077405495,120326.782378109,124373.63900000001,125649.755,122232.11099999999,125781.76699999999,128576.021,135323.301,139654.02800000002,129298.42,140130.738,141905.566,145810.921,155433.12900000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.683,69.673,69.673,55.005,58.672,51.338
2258.8720000000003,2335.879,2563.2329999999997,2533.897,2273.54,2658.575,2662.242,2948.268,3241.6279999999997,4319.726,3597.327,3197.6240000000003,3542.322,3689.002,2933.6,2896.93,2805.255,2918.9320000000002,3450.647,3828.348,3410.31,4033.7,4499.409000000001,4884.444,3883.353,3956.6929999999998,3703.67,4074.0370000000003,3490.9840000000004,3483.65,3868.685,4176.713,5185.138,5042.125,5526.169,5903.87,7062.642,7616.359,7825.378000000001,8617.45,10238.264000000001,10443.616,11056.005,11078.007,12299.118,12101.1,11976.421999999999,12354.123,12207.443000000001,13175.531,13388.216999999999,15232.718
349995.17335725896,376958.42388664,405356.07170969,436776.481099007,452392.998400778,499625.19598961,524838.854408354,531443.258507479,585798.112370304,606052.850358671,645259.175069314,690078.414289625,726254.729260653,777776.9166113121,816151.2304436759,849966.618303146,894043.901322283,1021803.0588198999,1052818.70273385,1139208.33778388,1176346.62502838,1243960.1538646999,1307635.64450249,1363711.00886517,1425989.50201064,1520784.11785811,1603114.98653126,1675419.66744057,1799275.2805049,1842156.7796623001,1948926.48100981,2088654.97504661,2269638.01231352,2224838.77576745,2167563.84900464,2222261.27537195,2344381.84689235,2364593.71518632,2350822.84487331,2473459.31941739,2602271.73152844,2658924.93024543,2722555.46795177,2870015.59732163,3002669.06082831,3093192.63420142,3221879.39470054,3416122.03633332,3651413.34426054,3800282.73311227,3866466.9101585997,4153013.93727731
1755963.47326626,1517011.17133638,1440201.7416577,1491306.09851297,1565535.02951166,1700437.39629528,1848051.61292075,1803925.00730393,1988636.73208723,2211574.31081119,2549552.33919685,2807642.93971285,2969556.0908374,3184728.43030193,3291327.28405085,3570045.24590023,3803208.18022863,4105554.71328114,4435595.23629173,4618128.070895201,4628858.98941098,4667945.08686914,4968763.7372687,5165217.28048798,5438569.78307946,5788043.90123727,6044889.01668646,6378396.31437158,6745047.94364227,6965746.57211763,6969039.11455982,7272726.46947926,7562274.38990047,7737708.91464446,7916475.50798448,8314620.34787894,8639621.75844317,8684785.27032667,8572776.8805263,8745047.69167444,9023526.45690316,9254630.06353475,9539594.88607568,10656225.076079,11748102.8697878,12446799.3597494,13347517.6881571,14024380.0512383,14686587.9970612,15460982.588375,16273077.2641477,17475183.441395402
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419.129,1444.7979999999998,1474.134,2082.856,2112.192,2258.8720000000003,2200.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22148.68,17495.256999999998,17359.578,16204.473,15731.43,15339.061000000002,16197.139,13692.578000000001,12200.108999999999,12918.841,13212.201000000001,12915.173999999999,13329.545,13993.271999999999,14293.966,14748.673999999999,14708.337,12416.462,13377.216,13740.249
11518.046999999999,11591.386999999999,11551.05,11448.374,12306.452,12203.776000000002,11620.723,11360.366000000002,12269.782,13193.866000000002,13747.583,13201.2,13494.56,14169.288,14411.31,11844.41,11840.743,10927.66,11848.077,12123.101999999999,11026.669,9427.857,8859.472,8291.087,8929.145,9167.5,9009.819,8668.788,8929.145,9658.878,10003.576,10615.965,10571.961000000001,10788.313999999998,10190.593,8316.756,8437.767,7939.055,7356.0019999999995,7686.031999999999,8239.749,8800.8,9416.856,9904.567,11268.691,11547.383,11349.365,11023.002,10938.661,10392.278,10967.997,10832.318000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13538.563999999998,12108.434,11316.362,9640.543,9493.863000000001,8364.427,8071.066999999999,6827.954000000001,6241.234,6853.6230000000005,6651.938,7088.311,7132.315,7176.319,7583.356,8316.756,7902.385,7374.3369999999995,8313.089,7799.709
51.338,69.673,95.34200000000001,106.34299999999999,128.345,132.012,150.347,165.015,168.68200000000002,168.68200000000002,205.352,227.354,231.021,223.687,267.691,297.027,253.023,308.028,414.371,414.371,528.048,535.382,484.04400000000004,682.062,605.055,733.4,876.413,971.755,964.421,1030.427,1034.094,1092.766,1085.432,1188.108,1283.45,1243.113,1415.4620000000002,1499.8029999999999,1565.809,1532.806,1635.4820000000002,1686.82,1525.4720000000002,1536.473,1727.1570000000002,1837.1670000000001,1631.815,1543.807,1338.455,1455.799,1199.109,1166.106
3641.3309999999997,3777.01,3080.28,3960.36,4422.402,4261.054,5467.496999999999,5416.159000000001,5628.845,5826.863,7293.6630000000005,8203.079,8049.065,9640.543,11136.678999999998,11111.01,11547.383,12702.488000000001,13076.521999999999,15958.784,15944.116000000002,15856.108,17058.884,17795.951,17814.286,17865.624,18881.383,20117.162,21176.925,22918.75,23542.14,24975.937,26039.367000000002,28217.565,29640.361,30373.761000000002,31195.168999999998,31862.563,32038.578999999998,33153.347,33905.082,37715.095,38254.144,37561.081,43310.937000000005,45771.494000000006,47425.310999999994,50267.236,52900.142,52482.10400000001,55958.42,56537.806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20971.572999999997,15628.753999999999,12090.098999999998,11191.684,11521.714,7099.312,6270.57,4503.076,3512.986,3714.671,3986.0290000000005,4290.39,4554.414000000001,4895.445,4994.454000000001,4679.092000000001,4774.434,4550.747,4935.782,4979.786
399.70300000000003,355.699,396.036,462.042,484.04400000000004,557.384,579.386,843.41,913.0830000000001,850.7439999999999,971.755,1026.76,1287.117,1074.431,1188.108,1694.154,993.757,847.077,1019.426,1133.103,1624.481,1037.761,1023.0930000000001,674.7280000000001,960.7539999999999,1081.765,1180.774,1327.454,1331.121,968.0880000000001,986.423,1074.431,1045.095,1070.764,1316.453,1312.786,1411.795,1701.4879999999998,1738.158,1925.175,1873.8370000000002,1741.825,1235.779,1701.4879999999998,1807.8310000000001,1741.825,1683.1529999999998,1815.165,1987.514,1895.839,2086.5229999999997,2449.556
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,3.667,3.667,7.334,11.001,14.668,22.002,29.336,44.004,47.67100000000001,47.67100000000001,51.338,58.672,66.006,80.67399999999999,80.67399999999999,95.34200000000001,124.678,154.014,172.34900000000002,253.023,216.35299999999998,220.02,275.025,319.029,366.7,333.69699999999995,465.709,498.712,575.719,689.3960000000001,597.721,777.404,700.3969999999999,887.414,916.75,1008.425,1067.097,1074.431,1103.767
102252.41763774301,107498.388908219,118397.53621212301,135940.357621505,158237.569776716,188221.896349145,214211.491867332,228040.81792288105,272067.229413252,306981.692383203,324207.823724545,363993.730992048,390823.357191062,462280.988905146,468704.10559566796,462328.67623637203,545818.188444408,574834.095367324,605801.514614259,637319.172298418,646460.4668688229,627954.114096875,634773.402462197,677416.8813470129,725401.341329145,768151.199645158,819216.994875741,830705.9734449659,887494.248422673,917027.379476579,952216.961665142,1007901.09151215,1075686.79872183,1165823.19125153,1223194.71897269,1195928.57028015,1193694.60222502,1156428.787,1269020.355,1354450.4540000001,1473635.2880000002,1486400.115,1504859.793,1611965.529,1750442.45,1834930.13,1936520.698,1945266.493,2073050.4419999998,2182726.745,2304753.504,2343429.353
63116.404,65305.602999999996,63809.467000000004,66361.69900000001,74278.75200000001,75246.84,80930.69,90101.85699999999,93988.877,102287.29800000001,114073.036,126339.151,132459.374,144292.783,155007.75699999998,164472.284,184138.405,192847.53,222649.23899999997,240874.229,268453.73600000003,284529.864,304837.71,278442.644,277624.903,288501.225,294559.109,307356.939,307067.24600000004,361877.895,314291.23600000003,326374.001,328698.87899999996,330448.038,348133.979,328291.842,341482.041,359046.971,374063.336,382607.446,382508.43700000003,395636.297,391859.287,405918.565,411767.43,435437.915,445291.144,458866.37799999997,474491.465,450575.291,445063.79,466548.74299999996
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.67100000000001,51.338,55.005,62.339,66.006,66.006,66.006,66.006,69.673,66.006,77.007,80.67399999999999,84.34100000000001,84.34100000000001,88.008,84.34100000000001,91.675,99.009,99.009,102.676,102.676,102.676
1726709.44536342,1489432.40685732,1413668.58775171,1463950.16984656,1536457.96132256,1667989.78019047,1812478.74536377,1768558.71887163,1946665.70558185,2164043.54768989,2498232.28793553,2752387.06912185,2915172.27907372,3125573.35623213,3232271.8457351,3510256.03020056,3739613.39890086,4041524.85278856,4368513.11473332,4547033.35786095,4556651.31238478,4597076.01464739,4898619.08356716,5089726.55282751,5361909.78364154,5707912.03597859,5959931.73776551,6286893.36947162,6649672.67215481,6868555.48032154,6875075.45041638,7176272.8756996,7464035.51904961,7638236.18995264,7815036.54111392,8209377.84170468,8529175.33613662,8573808.09025887,8462289.45852333,8624823.06839127,8899258.2445112,9129096.27771237,9417512.24574633,10530654.2791042,11619800.7229166,12311769.9004604,13207915.2778108,13895146.0646912,14546521.9703683,15319148.4290792,16127343.5757134,17319833.9221633
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10777.313,10340.94,10469.285,10839.652,11741.733999999999,10634.3,12625.481000000002,11723.399,12064.43,11998.423999999999,10934.993999999999,11309.028,11191.684,11279.692,10938.661,9493.863000000001,9402.188,8698.124,8602.782,9336.181999999999
121.01100000000001,117.344,139.346,176.016,176.016,198.018,190.68400000000003,223.687,198.018,161.34799999999998,201.685,227.354,245.68900000000002,267.691,304.361,341.031,341.031,414.371,396.036,429.039,392.369,396.036,366.7,418.038,436.37300000000005,407.037,381.36800000000005,359.366,385.035,418.038,421.705,436.37300000000005,443.707,454.708,462.042,469.376,487.711,524.381,762.7360000000001,795.7389999999999,821.408,828.742,847.077,843.41,876.413,898.415,942.419,1008.425,1070.764,1147.771,1235.779,1250.447
341.031,293.36,330.03,410.704,498.712,473.043,414.371,520.714,638.058,652.726,663.727,660.06,839.743,806.74,744.4010000000001,667.3939999999999,762.7360000000001,803.073,935.085,905.7489999999999,1023.0930000000001,1144.104,1312.786,997.424,1364.124,1199.109,1485.135,1855.5020000000002,2013.183,2170.864,2178.198,2075.522,2042.519,2669.5759999999996,2438.555,2126.86,2247.871,2522.896,2145.195,2346.88,2064.521,2486.226,2299.209,2581.5679999999998,2574.234,2698.9120000000003,2574.234,2724.5809999999997,2559.5660000000003,2390.884,2618.238,2511.895
